type,post_count,text_len_chars,text_len_words,n_urls,n_q,n_excl,n_nonascii_chars,frac_ascii_chars
INFP,50,7351,1236,0,2,24,0,1.0
ISFJ,49,7811,1261,4,13,0,0,1.0
INTJ,50,7350,1214,7,16,1,1,0.9998639455782313
INFJ,50,5420,912,2,12,19,0,1.0
ESTJ,50,6629,1151,0,14,21,0,1.0
INFJ,38,6916,1216,1,2,8,0,1.0
INTP,50,8565,1424,3,5,0,0,1.0
INFP,50,8208,1450,2,13,2,0,1.0
ISFJ,50,7807,1401,2,15,43,0,1.0
INFJ,50,7287,1219,1,6,1,0,1.0
ENTP,50,8402,1348,4,9,1,0,1.0
ENTJ,50,5757,876,1,11,33,0,1.0
ENTP,50,6430,1078,0,15,16,0,1.0
INTJ,50,8324,1444,0,6,0,0,1.0
INFP,50,8322,1473,0,27,23,0,1.0
INFP,50,9102,1712,0,4,20,0,1.0
INFJ,50,7175,1266,5,3,4,0,1.0
INTJ,50,8973,1549,1,9,4,0,1.0
INTJ,50,7236,1221,1,24,2,0,1.0
INTP,50,7939,1339,1,21,4,0,1.0
INTJ,50,6685,1148,0,12,16,0,1.0
INFJ,44,5803,1062,2,2,11,0,1.0
INFP,50,7459,1244,2,11,15,0,1.0
ENTP,50,8203,1405,0,16,4,1,0.9998780933804705
ENTJ,50,7239,1089,8,13,8,4,0.9994474374913662
ISTP,50,5604,733,22,27,3,0,1.0
INFP,50,9149,1569,3,18,10,0,1.0
ENFP,44,7343,1354,0,10,7,0,1.0
ISTP,50,9167,1677,0,4,4,0,1.0
INTP,50,7626,1374,0,8,0,0,1.0
INFP,50,6106,1034,0,1,1,0,1.0
INFJ,50,6185,1097,0,8,9,0,1.0
INFJ,50,8729,1568,1,18,21,0,1.0
ENTP,50,8320,1487,0,6,6,0,1.0
INFJ,50,8693,1439,1,19,9,0,1.0
INTP,50,7904,1309,0,9,1,0,1.0
INTJ,50,6782,1132,1,15,3,2,0.9997051017398997
INFP,50,7942,1257,6,20,1,0,1.0
INFP,40,5963,1004,3,4,2,0,1.0
INFJ,50,9699,1650,2,19,24,0,1.0
ENFP,50,7428,1277,3,13,17,0,1.0
ISFP,50,3868,563,3,2,5,3,0.999224405377456
INFJ,46,6113,1079,0,1,11,1,0.9998364141992475
INTJ,50,8827,1536,0,9,3,1,0.9998867112269174
INTP,50,8732,1577,0,6,17,0,1.0
ENTP,50,4895,742,6,12,13,0,1.0
ENFJ,50,6924,1087,4,7,3,4,0.9994222992489891
ENTP,50,8353,1427,0,17,5,2,0.9997605650664432
INTJ,50,9001,1570,2,2,0,0,1.0
INFP,50,8097,1405,4,7,10,0,1.0
ENFP,50,8444,1445,4,3,1,2,0.9997631454287068
ESTP,43,4918,819,4,15,15,0,1.0
INFP,50,8771,1478,3,5,4,0,1.0
ESTJ,50,4506,817,1,3,0,0,1.0
INFP,50,5501,946,1,4,1,0,1.0
ENFP,50,5864,973,9,10,10,0,1.0
INFJ,50,8492,1459,0,4,0,0,1.0
INFP,50,6395,1022,3,21,26,0,1.0
INFP,50,8318,1557,0,10,7,0,1.0
INTJ,50,3782,573,1,2,0,0,1.0
INFJ,50,9390,1631,1,7,1,1,0.9998935037273695
INFP,30,3787,635,1,6,8,0,1.0
INTP,50,8920,1600,3,16,3,0,1.0
INFP,50,9477,1584,1,2,1,4,0.9995779255038514
INTJ,50,7951,1370,2,2,3,0,1.0
ISTP,50,7976,1454,0,2,1,0,1.0
INFP,50,4321,657,10,19,1,0,1.0
INFJ,50,9085,1568,3,10,6,0,1.0
INFP,50,9052,1608,1,23,1,1,0.9998895271763146
INTP,50,7137,1274,0,10,2,0,1.0
INTP,46,6765,1122,1,9,23,0,1.0
ENFJ,50,7826,1396,0,15,15,0,1.0
INFP,50,7095,1229,1,9,5,0,1.0
INFJ,50,6210,1055,4,6,4,0,1.0
ENTP,50,9866,1785,0,3,11,0,1.0
ESFP,50,5872,978,0,18,11,0,1.0
INTP,50,6639,1164,4,17,5,0,1.0
INFP,50,5439,866,7,11,0,5,0.9990807133664277
INFJ,50,7977,1289,10,8,0,0,1.0
ISTP,50,7996,1334,1,16,9,0,1.0
INTJ,50,8125,1462,0,11,0,0,1.0
INFJ,50,7039,1217,2,8,5,0,1.0
ENFP,50,8500,1383,2,10,14,0,1.0
INFJ,50,6436,1103,0,5,6,0,1.0
INFP,50,5122,746,7,17,7,2,0.9996095275283092
ESFJ,47,6666,1195,0,10,15,0,1.0
INFP,50,6379,1083,2,9,9,0,1.0
INFJ,50,7630,1329,3,12,10,0,1.0
ISTJ,50,7177,980,12,6,10,1,0.9998606660164414
INTP,47,8936,1578,0,8,6,0,1.0
INFP,50,5920,919,11,7,2,3,0.9994932432432433
ISFJ,50,7916,1365,1,3,57,0,1.0
ESFP,50,4661,806,0,12,7,0,1.0
ISTP,50,3463,545,4,8,13,0,1.0
ENFP,50,8485,1487,1,24,0,0,1.0
INTJ,50,9209,1559,1,8,0,0,1.0
ISTP,50,8033,1438,0,6,4,0,1.0
ENTP,50,6940,1205,3,15,17,1,0.9998559077809799
ENTP,50,7863,1376,0,15,11,0,1.0
INFP,50,5737,968,6,12,2,0,1.0
INTJ,43,7657,1340,1,3,14,0,1.0
ENFP,50,8501,1483,0,24,8,3,0.9996471003411364
INFP,50,9514,1709,0,9,4,0,1.0
INTJ,50,3665,540,1,5,11,0,1.0
INTJ,50,6856,1126,3,6,17,11,0.9983955659276547
ENTP,50,7531,1245,0,20,1,0,1.0
INFP,15,2338,403,0,2,2,0,1.0
INFP,34,4310,732,0,17,12,0,1.0
ENFP,50,9416,1656,0,17,36,0,1.0
ENFP,50,7741,1301,5,14,2,6,0.9992249063428498
INTP,50,6929,1229,0,0,1,0,1.0
INFJ,50,8226,1452,1,20,15,0,1.0
INTP,50,8635,1538,0,8,1,0,1.0
INFP,50,7853,1399,0,8,3,0,1.0
INFJ,50,8452,1461,1,25,5,1,0.9998816848083294
INTJ,50,6448,1132,0,2,1,0,1.0
ENTP,50,8140,1452,0,12,1,0,1.0
INFJ,50,7265,1242,2,5,10,3,0.9995870612525809
INTP,44,7079,1224,0,7,9,0,1.0
INTP,50,9066,1686,1,4,1,0,1.0
INFJ,50,8060,1373,2,13,29,1,0.9998759305210918
INFP,50,8164,1425,0,24,10,0,1.0
INTP,50,8280,1475,0,6,2,0,1.0
ISTP,50,2271,272,4,12,4,0,1.0
ENTP,42,5283,1003,0,6,0,0,1.0
INFP,50,5758,965,2,13,13,0,1.0
INFP,50,7546,1324,4,11,19,0,1.0
INTP,50,8134,1413,0,6,0,0,1.0
ISTP,50,6781,1134,3,17,34,0,1.0
INTP,48,7967,1362,5,20,6,0,1.0
INFP,50,7438,1291,1,19,4,0,1.0
INFP,50,7165,1265,0,14,36,0,1.0
ENTP,50,7845,1271,2,10,0,0,1.0
INFP,50,7700,1313,7,12,30,0,1.0
INFJ,45,7791,1263,0,8,2,0,1.0
ENTP,50,3489,576,1,3,0,1,0.999713384924047
ISTP,50,8629,1432,2,11,4,2,0.999768223432611
INFP,50,8719,1485,2,7,2,0,1.0
INFP,50,7137,1261,6,6,4,0,1.0
INTJ,50,7290,1273,8,11,3,0,1.0
ENTJ,50,7140,1197,1,31,10,0,1.0
ESFJ,50,5901,981,4,14,7,0,1.0
ENFP,50,5664,932,4,20,15,0,1.0
INFP,50,7728,1315,6,6,4,2,0.9997412008281573
INFJ,50,3429,405,12,19,2,0,1.0
INFP,47,6966,1186,2,5,3,0,1.0
INFJ,50,6639,1061,4,28,17,0,1.0
INFJ,50,8027,1273,10,12,5,10,0.9987542045596113
ESFP,50,6303,1090,2,9,1,0,1.0
INFP,50,6954,1202,0,5,5,0,1.0
INTJ,50,7145,1184,7,5,0,0,1.0
ENTP,50,6752,1127,1,4,16,0,1.0
ENTP,50,6497,1089,2,6,12,3,0.9995382484223487
INFP,50,7526,1295,0,4,31,0,1.0
INTP,50,7808,1290,7,10,7,0,1.0
INFP,50,5868,833,11,12,7,0,1.0
ISTJ,50,8522,1565,1,7,5,0,1.0
INFP,50,7170,1341,0,6,6,6,0.999163179916318
ENTP,50,6865,1091,10,11,0,0,1.0
INFJ,47,6647,1157,1,8,8,0,1.0
ENFP,50,6421,1168,4,14,0,0,1.0
ENFJ,23,3212,539,0,1,30,0,1.0
INTJ,50,9932,1754,0,4,1,0,1.0
ENTP,50,7805,1227,15,12,7,7,0.9991031390134529
INTP,50,9443,1621,0,8,3,0,1.0
INFP,50,6868,1167,1,7,1,0,1.0
INFP,50,5591,973,2,25,22,1,0.9998211411196566
ENFP,50,7421,1322,1,121,29,6,0.9991914836275435
INFJ,50,8563,1493,4,15,1,0,1.0
INTJ,50,7494,1285,6,8,1,2,0.9997331198291967
INTJ,50,6107,971,7,9,0,0,1.0
INFP,50,7520,1284,5,13,11,0,1.0
INFJ,50,8855,1512,1,16,6,0,1.0
INFJ,50,3944,638,3,9,8,0,1.0
INTJ,50,9260,1511,2,5,0,0,1.0
INTJ,50,6494,1173,2,18,46,0,1.0
INTP,50,6697,1121,4,14,4,0,1.0
INFJ,50,8550,1451,0,17,16,3,0.9996491228070176
INFJ,50,9602,1740,0,6,22,0,1.0
INFP,30,5601,991,0,4,13,70,0.9875022317443314
INFJ,50,8318,1386,11,20,7,0,1.0
INTJ,50,8055,1383,4,8,1,0,1.0
INTP,50,8470,1464,6,14,0,4,0.9995277449822905
INFJ,50,4707,738,7,16,7,1,0.9997875504567665
INFP,50,3340,493,2,10,0,0,1.0
INTJ,50,8737,1500,1,9,4,0,1.0
INTJ,50,8045,1343,0,10,2,0,1.0
INTP,50,8398,1485,0,4,6,1,0.9998809240295309
INTP,50,8902,1533,0,6,8,16,0.9982026510896428
ISFP,50,7468,1200,10,35,13,0,1.0
ESFP,39,6568,1122,0,0,0,0,1.0
INFJ,50,7002,1166,4,10,0,0,1.0
ISFP,50,6473,1231,1,7,0,0,1.0
INTP,50,7993,1348,4,17,10,0,1.0
ISTP,8,1194,185,1,2,1,0,1.0
ENTJ,50,8663,1474,0,5,0,0,1.0
ENFP,50,8475,1485,1,30,64,1,0.999882005899705
ENTP,57,6873,1247,2,10,5,0,1.0
INTJ,44,4837,803,0,12,6,0,1.0
INFP,50,6819,1188,1,18,16,0,1.0
ISFP,50,9412,1620,1,27,0,0,1.0
ESTP,50,7767,1380,0,11,8,0,1.0
ISTP,50,4199,656,7,9,21,0,1.0
INFP,50,6735,1163,5,15,5,0,1.0
INFJ,50,6161,1025,1,2,7,3,0.9995130660607044
ENFJ,50,8327,1338,6,8,17,3,0.9996397261919059
INTP,50,9333,1577,0,11,9,0,1.0
ENFP,50,8104,1412,2,12,33,0,1.0
INTP,50,7069,997,14,19,3,1,0.999858537275428
ISTP,50,8263,1330,13,10,1,2,0.9997579571584171
INFJ,43,4932,799,0,10,5,0,1.0
INFP,20,3199,554,0,0,8,0,1.0
INTP,50,6910,1176,2,6,0,0,1.0
INFJ,41,6896,1215,3,16,11,1,0.9998549883990719
INTJ,50,5621,868,2,11,0,2,0.9996441914250134
INFJ,50,7258,1301,0,4,9,2,0.99972444199504
INFJ,50,8206,1371,1,2,33,0,1.0
INFJ,50,6840,1177,0,5,5,0,1.0
ENTJ,50,6050,954,6,11,2,2,0.9996694214876033
ISTP,50,8066,1345,10,21,3,0,1.0
INFP,50,8691,1507,0,2,5,0,1.0
INFJ,50,8550,1485,3,5,12,0,1.0
ESTJ,46,5829,1027,0,9,13,0,1.0
INFJ,59,6468,1128,1,13,8,1,0.9998453927025356
INTP,50,3752,442,14,15,2,0,1.0
INFP,35,5622,1006,0,7,1,0,1.0
INFP,50,8786,1589,0,17,9,0,1.0
INFP,50,7869,1373,1,16,23,1,0.9998729190494345
INTP,50,8389,1462,1,12,19,0,1.0
ENFP,50,9632,1673,2,9,13,0,1.0
INFP,46,8642,1535,0,8,7,0,1.0
ENTP,33,4295,797,0,3,11,0,1.0
ENFP,1,194,38,0,0,0,0,1.0
ENFJ,50,5993,1079,0,8,5,0,1.0
ISTP,50,7737,1273,1,7,1,1,0.9998707509370557
INFP,50,7943,1426,0,16,2,0,1.0
INTJ,50,9135,1610,0,3,2,0,1.0
INTP,50,7520,1234,3,12,8,0,1.0
ISTP,50,7985,1349,2,7,1,0,1.0
INTJ,50,8212,1372,1,12,0,0,1.0
INFP,50,8475,1454,1,7,2,1,0.999882005899705
ISFJ,50,7155,1227,1,9,12,0,1.0
INFP,50,7546,1323,3,8,19,0,1.0
INTP,50,7632,1324,1,18,0,0,1.0
ENFJ,50,7260,1286,0,17,10,0,1.0
INFJ,50,8568,1476,0,19,1,0,1.0
ENFP,50,8851,1534,2,33,23,0,1.0
INTP,50,6758,1197,0,15,2,0,1.0
INTJ,42,7174,1222,2,3,17,0,1.0
INFJ,50,8276,1427,0,3,8,0,1.0
ENTP,50,8221,1411,1,10,8,0,1.0
ENFP,50,8680,1572,0,15,8,0,1.0
INFP,50,6112,1036,0,9,9,0,1.0
INTJ,50,9403,1566,3,9,1,0,1.0
INFP,50,8732,1515,0,2,2,0,1.0
INTJ,50,5847,867,14,12,5,0,1.0
INTP,50,7946,1360,4,5,7,0,1.0
ENTJ,50,8315,1596,0,7,1,0,1.0
INTP,50,7160,1233,0,10,7,0,1.0
INTP,50,7908,1384,3,3,0,0,1.0
INFJ,50,8471,1473,1,21,11,0,1.0
INFJ,50,8187,1397,1,4,8,0,1.0
INFJ,50,8062,1396,0,7,2,0,1.0
INTP,50,9659,1604,0,5,1,0,1.0
ENTP,50,6362,924,11,16,0,0,1.0
INFJ,39,4107,709,0,10,4,0,1.0
ISTP,50,6853,1170,0,4,1,0,1.0
INFP,50,7890,1302,4,7,3,0,1.0
ESTP,50,8636,1528,1,11,2,0,1.0
INTJ,50,7627,1227,8,16,7,7,0.9990822079454569
ENTP,50,8610,1469,1,5,0,0,1.0
INFP,50,7685,1341,1,29,26,0,1.0
ESFJ,50,6534,1314,0,14,15,0,1.0
INFJ,50,7474,1341,0,14,3,0,1.0
INTP,50,9308,1529,2,7,0,0,1.0
INFJ,50,5552,928,3,23,7,1,0.9998198847262247
INTJ,50,5803,938,2,11,1,0,1.0
ENTJ,34,5626,954,0,3,0,0,1.0
ISTP,50,8120,1461,2,8,7,0,1.0
INFJ,50,8019,1397,3,4,9,0,1.0
INFJ,50,9021,1516,6,2,9,0,1.0
ISTP,50,6419,1076,4,16,6,0,1.0
INTP,50,9400,1615,1,5,8,0,1.0
ENTP,50,8123,1451,0,15,24,0,1.0
INFP,50,7180,1074,13,14,9,0,1.0
ENFP,50,8662,1569,0,6,5,0,1.0
ENTJ,50,8098,1424,0,21,1,0,1.0
INTP,50,8280,1401,0,19,0,0,1.0
ENTJ,50,6777,1173,1,17,6,0,1.0
INTP,50,8812,1447,3,34,3,0,1.0
ISTP,46,7325,1273,0,4,0,0,1.0
INFP,50,5577,853,11,18,2,1,0.9998206921283844
ENTJ,50,7130,1232,2,5,4,0,1.0
INTJ,50,5736,951,1,9,2,0,1.0
INFP,50,6920,1137,7,17,2,0,1.0
INFP,50,8671,1513,2,6,0,0,1.0
ENTP,50,7300,1274,2,10,4,0,1.0
ENFJ,50,7298,1250,2,4,18,2,0.9997259523157029
INTJ,40,6343,1090,1,16,5,0,1.0
INTP,50,8985,1508,0,8,2,0,1.0
INTP,50,8179,1452,2,5,2,2,0.9997554713290133
INTP,50,7721,1322,1,10,1,0,1.0
INTP,30,3642,607,0,3,0,0,1.0
INFP,50,7029,1246,1,9,7,0,1.0
ENTJ,50,6957,1067,6,9,4,1,0.9998562598821331
INTP,50,7721,1372,0,7,2,2,0.9997409661960885
INTP,50,7686,1175,9,17,0,0,1.0
INTJ,50,5676,968,1,4,1,0,1.0
INTJ,25,4914,861,0,5,0,0,1.0
INTJ,48,7291,1355,0,16,1,0,1.0
INTJ,50,7200,1249,0,24,11,0,1.0
INFP,50,3903,626,0,12,33,0,1.0
ESTP,40,4777,794,1,11,12,0,1.0
INTP,50,8639,1461,2,6,4,0,1.0
INFP,44,7688,1341,1,13,0,0,1.0
INFJ,50,7099,1070,11,15,1,0,1.0
ISTP,44,6616,1146,2,8,4,0,1.0
INTP,50,8102,1306,1,16,1,0,1.0
INFP,50,7038,1267,4,20,0,0,1.0
INFP,50,9517,1695,0,4,16,0,1.0
INFJ,44,6608,1072,0,2,7,1,0.9998486682808717
INTJ,50,8572,1456,0,6,0,0,1.0
INTP,50,5853,961,5,10,1,0,1.0
INFJ,50,2967,441,6,10,5,8,0.9973036737445231
ENFP,46,7151,1216,2,10,24,0,1.0
ENTJ,50,8069,1372,3,13,18,12,0.9985128268682613
INTP,50,7659,1296,0,11,1,4,0.9994777386081733
INTJ,50,8701,1510,0,6,10,0,1.0
INTP,50,3267,339,14,7,1,0,1.0
ISTP,50,7659,1349,1,21,15,57,0.9925577751664708
INFP,50,3801,569,10,10,9,0,1.0
INFP,50,2110,311,0,4,0,0,1.0
INFP,50,9365,1690,0,2,8,0,1.0
ENTP,50,8053,1427,2,21,0,0,1.0
INFP,50,6940,1228,2,13,2,1,0.9998559077809799
INTJ,50,7510,1246,4,4,4,2,0.9997336884154461
INFP,50,6478,1036,5,17,6,0,1.0
INTJ,62,8978,1722,1,4,5,0,1.0
INFJ,50,8496,1500,2,5,18,0,1.0
INFP,50,8396,1340,18,2,7,0,1.0
INTJ,50,5350,861,3,3,71,46,0.9914018691588785
INFP,50,7854,1353,2,4,21,0,1.0
ENFP,50,5792,1003,0,7,4,0,1.0
ESTP,50,6150,1046,1,32,1,0,1.0
ISFP,50,6758,1130,1,11,7,0,1.0
INTP,50,6308,1065,5,11,3,0,1.0
ENFP,50,6321,935,16,21,16,1,0.9998417971839899
INTJ,50,6905,1049,11,17,9,2,0.9997103548153512
INFP,50,7466,1170,14,23,8,10,0.998660594695955
INTP,50,7575,1302,9,19,3,0,1.0
INFP,50,8039,1376,1,6,11,2,0.9997512128374176
INTP,50,7823,1348,1,9,0,0,1.0
INFJ,50,7682,1219,1,12,6,2,0.9997396511325176
INTP,50,8908,1535,0,12,3,0,1.0
INFJ,50,8549,1431,3,12,0,1,0.9998830272546496
INFP,50,9724,1703,2,8,2,0,1.0
ISTP,50,7576,1320,1,12,1,0,1.0
INTJ,50,7415,1247,1,1,4,0,1.0
INFJ,50,4881,744,10,19,2,0,1.0
INTP,45,7175,1226,1,10,6,0,1.0
INTP,50,7035,1235,1,13,0,0,1.0
INTP,50,7464,1202,4,19,13,0,1.0
INTJ,50,7793,1318,3,15,7,0,1.0
INFP,50,8860,1685,0,6,9,0,1.0
INFJ,50,9094,1597,4,15,2,5,0.9994501869364416
INTP,50,8008,1413,2,5,3,0,1.0
ENTP,69,7901,1337,0,10,5,0,1.0
INFP,50,5667,962,0,14,23,0,1.0
INFP,50,8112,1498,3,10,3,2,0.9997534516765286
INFJ,50,8112,1520,0,10,5,0,1.0
INFP,50,7031,1226,4,11,9,0,1.0
INFP,50,7567,1391,0,6,6,0,1.0
ESFJ,50,7474,1337,4,13,0,0,1.0
INFP,50,7040,1205,4,4,17,0,1.0
INTJ,50,7018,1140,8,15,4,0,1.0
INFP,50,9051,1482,3,6,0,0,1.0
ENFP,50,6854,1235,0,5,28,0,1.0
INFP,50,9773,1735,0,31,7,0,1.0
INFP,42,5175,910,0,0,1,0,1.0
INFP,48,7547,1309,0,14,18,0,1.0
ENTP,36,4580,767,2,5,0,0,1.0
ISTP,50,5690,913,4,20,0,0,1.0
INFJ,50,8986,1603,0,9,12,3,0.9996661473403071
INFP,50,5524,926,0,19,9,0,1.0
ISFP,50,9483,1711,0,5,4,0,1.0
INFP,50,7653,1366,1,6,7,0,1.0
ISTP,48,8287,1420,0,24,2,0,1.0
INFJ,50,8809,1598,0,8,4,0,1.0
ENFJ,50,6058,1060,3,22,16,0,1.0
INTJ,46,8473,1478,0,14,6,0,1.0
INFJ,41,6078,1049,0,9,1,0,1.0
INFP,50,5729,950,6,6,32,0,1.0
INFP,50,6920,1138,6,13,7,0,1.0
ENTP,50,7754,1380,0,8,4,54,0.9930358524632448
INFJ,50,6749,1115,10,21,11,11,0.9983701289079864
INFP,50,5705,875,7,14,9,1,0.9998247151621384
INFP,50,5543,968,1,26,0,3,0.9994587768356485
INTP,50,8161,1256,1,7,1,0,1.0
ISTP,50,6243,1070,3,14,2,0,1.0
INTJ,50,5579,875,7,21,23,1,0.9998207564079584
INFP,50,6605,1043,15,19,1,0,1.0
ISTJ,47,5525,934,7,16,61,2,0.9996380090497737
INFJ,50,7397,1221,7,3,9,0,1.0
INTJ,50,8303,1423,0,9,1,0,1.0
INFP,50,8009,1458,3,6,6,2,0.9997502809339494
ISFJ,50,8168,1486,0,5,5,0,1.0
INFJ,50,6853,1171,0,14,23,0,1.0
INTP,50,8883,1544,0,9,0,0,1.0
INFP,50,5597,951,3,13,4,0,1.0
INTJ,50,8584,1487,0,11,4,0,1.0
INFP,50,6274,1104,2,16,22,0,1.0
ISFP,50,8197,1471,0,22,68,2,0.999756008295718
INFP,50,4509,559,14,20,2,0,1.0
ENTJ,50,7246,1198,2,9,0,0,1.0
INFP,50,9141,1590,6,15,7,0,1.0
INTJ,50,6910,1183,2,12,0,0,1.0
INFJ,50,9562,1685,0,5,7,0,1.0
ISFP,41,7942,1370,1,9,7,0,1.0
ENFP,50,5157,857,5,16,10,0,1.0
INFJ,50,9736,1655,0,11,26,0,1.0
ISFJ,50,7442,1241,6,11,36,0,1.0
INFJ,50,9001,1652,0,5,5,0,1.0
INTP,8,1256,223,0,1,0,0,1.0
INFP,50,5745,1015,1,25,9,0,1.0
ENFP,50,6717,1219,3,9,0,0,1.0
INFP,50,7780,1268,6,10,11,0,1.0
INFP,50,7908,1410,1,17,10,0,1.0
ENFP,50,7508,1176,6,10,14,2,0.9997336174746937
INFP,50,8653,1477,3,11,37,0,1.0
INTP,50,9062,1570,0,13,3,0,1.0
INFP,50,7312,1280,1,20,8,0,1.0
ENFP,48,6387,1179,0,3,24,1,0.9998434319711915
ENFP,50,6030,942,11,9,2,0,1.0
INTP,49,6191,1052,1,5,1,0,1.0
INFP,50,8922,1573,0,8,8,0,1.0
INTP,50,7373,1246,2,12,0,0,1.0
INTJ,37,6184,985,0,2,4,0,1.0
INTJ,50,7794,1364,0,4,8,0,1.0
ENTP,34,4993,882,2,10,0,0,1.0
ENTP,50,7775,1332,0,20,17,5,0.9993569131832798
INFP,50,7758,1292,3,5,3,0,1.0
ENTP,50,6926,1199,0,4,5,0,1.0
INTP,47,6536,1012,7,16,5,0,1.0
ENTP,50,8829,1470,1,12,20,1,0.999886736889795
ENFJ,50,9699,1636,1,11,21,2,0.9997937931745541
ISFP,50,9521,1570,2,6,2,0,1.0
INFP,50,4859,845,3,8,3,0,1.0
ENTP,50,7711,1308,1,26,22,0,1.0
INFJ,50,8826,1515,3,21,15,1,0.9998866983911171
INTP,50,9233,1651,1,17,5,0,1.0
ISTP,50,7320,1329,0,15,2,0,1.0
INTJ,50,7693,1418,0,34,6,0,1.0
INFP,46,6821,1225,0,10,30,0,1.0
ENFP,39,4857,851,1,2,1,4,0.9991764463660696
ENTP,50,7432,1238,8,14,13,2,0.9997308934337998
INFP,50,7722,1181,10,12,9,1,0.9998704998704999
ENTJ,50,7531,1323,1,4,5,0,1.0
ISTJ,33,5021,865,1,6,13,0,1.0
ISFJ,50,8172,1418,0,4,12,0,1.0
INTJ,50,6395,1043,4,11,7,3,0.9995308835027366
INFJ,50,7563,1350,0,8,30,0,1.0
INTJ,50,6065,858,15,23,19,0,1.0
INFP,50,8751,1517,0,6,4,0,1.0
INTJ,50,7753,1345,1,16,6,0,1.0
INTJ,50,7532,1243,0,4,1,0,1.0
ISTP,50,7370,1308,0,8,0,1,0.999864314789688
INFJ,36,6409,1126,0,8,2,1,0.9998439694180059
INFJ,50,4418,760,0,18,75,0,1.0
INFP,50,8353,1432,6,6,0,14,0.9983239554651023
INTJ,50,7952,1378,0,2,0,0,1.0
INFP,50,7716,1290,5,8,3,2,0.9997407983411094
ENFP,50,7509,1339,1,6,20,0,1.0
INFP,19,2979,508,0,3,2,0,1.0
INFP,50,8692,1537,1,6,10,0,1.0
INFP,50,9221,1606,1,17,39,1,0.9998915518924195
ENFJ,50,8922,1575,1,16,7,0,1.0
INTJ,50,6136,1052,5,14,12,0,1.0
INFJ,50,9431,1693,0,4,6,0,1.0
INFP,50,7095,1245,0,3,17,0,1.0
INFP,50,7845,1378,5,6,14,0,1.0
ENTP,33,3232,551,0,4,3,0,1.0
ENTP,46,8027,1377,0,19,3,0,1.0
INFP,50,5380,952,0,17,6,0,1.0
INTP,50,6657,1152,2,7,9,0,1.0
ISTP,50,6912,1238,0,7,0,0,1.0
INFP,50,8740,1500,0,4,5,0,1.0
ENTP,50,7519,1185,4,7,2,3,0.9996010107727091
ENFP,50,7689,1376,2,15,20,2,0.9997398881519053
INTJ,50,2297,69,7,33,1,0,1.0
ISFP,50,7439,1308,2,9,10,0,1.0
ENTP,29,5834,1080,0,0,1,1,0.9998285910181693
INFP,50,8050,1413,0,10,8,1,0.9998757763975156
INFP,50,5252,779,13,22,17,0,1.0
INFJ,50,9003,1588,2,3,19,0,1.0
INTJ,50,8032,1459,0,9,6,0,1.0
ENFP,50,8067,1302,6,16,22,46,0.9942977562910623
INTP,50,8564,1525,0,7,9,0,1.0
ENFP,50,8871,1534,0,4,67,0,1.0
INTP,50,7921,1444,0,10,0,0,1.0
INTJ,50,7947,1320,1,12,1,0,1.0
INTP,50,8251,1478,1,2,6,0,1.0
INTJ,50,8164,1416,1,7,0,0,1.0
INFJ,50,7709,1332,5,6,8,0,1.0
INFP,50,8179,1370,2,11,24,0,1.0
INTJ,50,6948,1183,0,3,6,0,1.0
ENFP,50,8865,1614,1,7,13,0,1.0
ENTP,50,4544,794,0,2,0,0,1.0
ISTJ,36,2178,299,4,10,1,0,1.0
ISFP,50,6293,1017,5,5,9,0,1.0
INFJ,50,8117,1473,0,3,12,0,1.0
ISFJ,34,5104,906,0,3,0,0,1.0
ENFJ,50,7696,1416,0,11,20,0,1.0
INFP,30,4327,713,0,1,2,3,0.9993066789923735
ISTP,50,2499,369,0,4,28,0,1.0
INFJ,50,9187,1582,2,8,1,0,1.0
ENTP,50,3769,536,9,14,0,0,1.0
ENTP,50,9119,1461,4,8,6,1,0.9998903388529444
ISTP,50,7686,1293,1,22,5,0,1.0
ISFP,50,8796,1568,2,9,3,0,1.0
ISFJ,50,9526,1706,1,12,8,0,1.0
ISFP,46,8457,1438,5,9,9,0,1.0
ISTJ,50,9534,1726,1,9,4,3,0.999685336689742
INFP,50,4669,753,0,20,35,0,1.0
INFP,50,9375,1686,0,7,4,0,1.0
ENFP,50,5488,966,1,11,22,0,1.0
ISFP,50,5000,872,0,9,1,0,1.0
INFP,50,8436,1485,2,8,5,0,1.0
INFP,79,7468,1279,3,10,0,0,1.0
ISTP,50,8323,1491,0,14,0,0,1.0
INTP,50,8815,1461,3,8,2,1,0.999886557005105
INFP,49,8763,1647,1,12,17,0,1.0
INTJ,50,7269,1231,0,7,0,0,1.0
INFJ,50,7180,1283,0,9,22,1,0.9998607242339833
ENFP,50,6571,1066,3,13,36,0,1.0
INTP,50,6302,1053,3,5,6,0,1.0
ENFJ,49,6939,1168,4,10,16,0,1.0
INFP,56,8060,1284,10,16,8,0,1.0
INFP,50,7326,1262,1,10,4,0,1.0
INFP,50,7310,1206,4,20,1,8,0.9989056087551299
INFP,50,6849,1162,2,2,4,0,1.0
ENTP,50,4990,733,8,18,0,0,1.0
ENTP,50,8299,1243,9,15,2,0,1.0
INFJ,35,5090,774,7,14,10,0,1.0
INFP,50,8334,1388,0,14,13,0,1.0
INFP,50,6019,991,3,7,35,0,1.0
INTJ,50,7377,1226,1,4,0,1,0.9998644435407347
